timestamp,camera,object,alert,confidence,x1,y1,x2,y2
2025-09-06 04:37:43.677881,0,person,Info,0.9345999956130981,230,0,542,356
2025-09-06 04:37:43.795425,0,person,Info,0.9286226630210876,235,0,559,356
2025-09-06 04:37:43.923568,0,person,Info,0.9324209690093994,241,0,580,355
2025-09-06 04:37:44.045640,0,person,Info,0.935677170753479,245,1,600,356
2025-09-06 04:37:44.184742,0,person,Info,0.9269779324531555,249,6,611,356
2025-09-06 04:37:44.319751,0,person,Info,0.9236361980438232,252,10,610,356
2025-09-06 04:37:44.451712,0,person,Info,0.9191934466362,257,23,608,356
2025-09-06 04:37:44.564868,0,person,Info,0.9115031361579895,259,23,614,355
2025-09-06 04:37:44.688942,0,person,Info,0.9191033244132996,261,32,624,355
2025-09-06 04:37:44.818335,0,person,Info,0.9280937910079956,262,37,625,355
2025-09-06 04:37:44.931545,0,person,Info,0.9302398562431335,261,39,622,355
2025-09-06 04:37:45.076437,0,person,Info,0.910314679145813,258,22,616,355
2025-09-06 04:37:45.193790,0,person,Info,0.9108370542526245,255,29,609,356
2025-09-06 04:37:45.303810,0,person,Info,0.9217002987861633,247,22,594,357
2025-09-06 04:37:45.448634,0,person,Info,0.924496054649353,240,20,575,357
2025-09-06 04:37:45.555527,0,person,Info,0.9229836463928223,236,16,554,357
2025-09-06 04:37:45.672818,0,person,Info,0.9069767594337463,228,18,513,358
2025-09-06 04:37:45.813810,0,person,Info,0.90227210521698,219,22,487,357
2025-09-06 04:37:45.927493,0,person,Info,0.9172093868255615,200,27,463,357
2025-09-06 04:37:45.927593,0,bottle,Info,0.251115620136261,102,278,119,331
2025-09-06 04:37:46.057151,0,person,Info,0.9071168303489685,164,35,453,357
2025-09-06 04:37:46.169120,0,person,Info,0.9203208684921265,144,41,435,357
2025-09-06 04:37:46.286371,0,person,Info,0.9297663569450378,118,49,420,357
2025-09-06 04:37:46.418162,0,person,Info,0.9140958189964294,100,54,411,358
2025-09-06 04:37:46.418265,0,tv,Info,0.30920130014419556,0,270,161,334
2025-09-06 04:37:46.529436,0,person,Caution,0.9261044859886169,75,63,395,358
2025-09-06 04:37:46.638174,0,person,Caution,0.9349324107170105,49,74,389,358
2025-09-06 04:37:46.638300,0,bottle,Info,0.2819919288158417,102,278,118,331
2025-09-06 04:37:46.752230,0,person,Caution,0.938900351524353,28,82,386,358
2025-09-06 04:37:46.877045,0,person,Caution,0.9367751479148865,7,91,378,358
2025-09-06 04:37:46.991396,0,person,Caution,0.9224121570587158,0,107,371,357
2025-09-06 04:37:47.123363,0,person,Caution,0.9153348207473755,0,126,363,357
2025-09-06 04:37:47.232793,0,person,Caution,0.9174919724464417,0,137,357,356
2025-09-06 04:37:47.345030,0,person,Caution,0.42812520265579224,0,155,353,358
2025-09-06 04:37:47.345221,0,person,Caution,0.3945183753967285,0,155,142,355
2025-09-06 04:37:47.345352,0,backpack,Info,0.34294235706329346,128,232,355,358
2025-09-06 04:37:47.474610,0,person,Caution,0.525632917881012,0,173,129,355
2025-09-06 04:37:47.474732,0,backpack,Info,0.31598567962646484,115,236,354,358
2025-09-06 04:37:47.587879,0,person,Caution,0.2542720139026642,0,191,117,357
2025-09-06 04:37:47.720630,0,person,Caution,0.3076392412185669,0,205,111,356
2025-09-06 04:37:47.846225,0,person,Caution,0.3002394437789917,0,203,114,357
2025-09-06 04:37:47.962108,0,person,Caution,0.5911268591880798,0,186,121,356
2025-09-06 04:37:48.104401,0,person,Caution,0.5262506604194641,0,162,374,358
2025-09-06 04:37:48.104667,0,person,Caution,0.26776930689811707,0,160,144,326
2025-09-06 04:37:48.394995,0,person,Caution,0.781816840171814,0,136,388,356
2025-09-06 04:37:48.536366,0,person,Caution,0.9233789443969727,43,98,411,356
2025-09-06 04:37:48.536610,0,bottle,Info,0.28983551263809204,101,279,118,330
2025-09-06 04:37:48.664517,0,person,Info,0.930124819278717,157,57,507,358
2025-09-06 04:37:48.786923,0,person,Info,0.9195156693458557,211,47,524,358
2025-09-06 04:37:48.787088,0,bottle,Info,0.34727802872657776,101,279,118,331
2025-09-06 04:37:48.907084,0,person,Info,0.9202449917793274,216,45,541,358
2025-09-06 04:37:49.026834,0,person,Info,0.9227135181427002,219,44,546,357
2025-09-06 04:37:49.130489,0,person,Info,0.913088321685791,227,43,551,357
